8.899641224696953554e-03	6.567185606142632423e+03
1.507912216506557788e-02	2.131037085451303574e+04
2.144790186456836667e-02	1.944849458600413709e+04
2.783660776489276650e-02	1.577384320776286222e+04
3.435099785803411021e-02	1.504833985596372622e+04
4.047886761425745911e-02	1.332181993232670538e+04
4.676716683575679601e-02	1.246945598223041270e+04
5.308225101765951665e-02	1.261169900702696577e+04
5.945362440940590160e-02	1.114138216528456542e+04
6.576224814588792211e-02	1.149655881751037305e+04
7.196632906698736953e-02	1.029432127219205177e+04
7.827860915688347743e-02	9.398567642821646587e+03
8.470398945834539672e-02	8.226480727861009655e+03
9.096854620527369817e-02	7.682448674053685863e+03
9.720789776830213169e-02	7.230211944884338664e+03
1.034763038959366499e-01	6.792913211180991311e+03
1.097576444254559219e-01	6.183821567029464859e+03
1.160543084780093354e-01	5.843183303773509579e+03
1.223669666537485351e-01	5.355492284106606348e+03
1.286817263090294094e-01	5.238898725837185339e+03
1.349500801664080818e-01	4.955473467680346403e+03
1.411949558842147678e-01	4.621759412861827514e+03
1.475133575747468451e-01	4.480952657811682911e+03
1.537865074252268427e-01	4.195737314024385341e+03
1.600657544051110326e-01	4.088970347063535428e+03
1.663991168687080635e-01	3.880962592186728216e+03
1.727195645776442856e-01	3.663467742602335420e+03
1.789765213377084718e-01	3.510640857661835526e+03
1.852353690647852158e-01	3.399009867998086975e+03
1.914806787341157279e-01	3.220023212570299620e+03
1.977889868651535599e-01	3.103334052446630722e+03
2.040937735447724277e-01	3.036917063770634286e+03
2.103939302609846018e-01	2.835137876481769581e+03
2.166909709822301688e-01	2.819699985884936268e+03
2.229700281216152047e-01	2.708263307338949289e+03
2.292620027086341994e-01	2.647795023689791378e+03
2.355141508366812297e-01	2.546086959883201871e+03
2.417910583817859116e-01	2.457771692656610412e+03
2.480856539439619257e-01	2.459510284329293427e+03
2.543492256872954549e-01	2.381795355874561210e+03
2.606334251884805386e-01	2.271235270500671504e+03
2.669257370896960802e-01	2.238547518612093882e+03
2.732423343141155980e-01	2.172743568223500006e+03
2.795529680084415936e-01	2.109252327751541543e+03
2.858366292314493129e-01	2.068987365779169522e+03
2.920876271394311496e-01	1.992219922179459445e+03
2.983449844439822751e-01	1.995851522658564591e+03
3.046382639407197446e-01	1.945523472631272853e+03
3.109279127003197196e-01	1.888111134232906124e+03
3.172168171618398036e-01	1.877786824283833539e+03
3.235187567944423082e-01	1.799022824905911193e+03
3.298168217550395687e-01	1.785053683365545339e+03
3.361176429457156667e-01	1.759684626322565464e+03
3.423700375709273769e-01	1.723116594511764106e+03
3.486478192666269682e-01	1.680441310088359160e+03
3.549411614411318028e-01	1.651327535336769188e+03
3.611916935421040642e-01	1.641879744907397026e+03
3.674767089563572564e-01	1.607814583640362343e+03
3.737647795277591056e-01	1.577192285113121670e+03
3.800654031475132477e-01	1.555154986080500976e+03
3.863539861259823738e-01	1.531479129261322441e+03
3.926140181364449755e-01	1.531140279389839861e+03
3.989264500321934581e-01	1.477085686982155266e+03
4.052073244576828714e-01	1.466209299480830168e+03
4.114916477570477182e-01	1.452345231641385226e+03
4.177814272116491257e-01	1.420296505246840070e+03
4.240400648725131116e-01	1.401605892041098969e+03
4.303425690270192283e-01	1.375045612740738306e+03
4.366358560255625965e-01	1.369735560723480830e+03
4.428996183220763605e-01	1.355650137575367808e+03
4.491634418529859563e-01	1.324154675146864747e+03
4.554414146254732731e-01	1.323966888101461336e+03
4.617634470301058558e-01	1.299513844249058366e+03
4.680644242023710433e-01	1.283757718952015466e+03
4.743485242764365895e-01	1.267792186902823687e+03
4.806356136815400082e-01	1.259061202654273757e+03
4.869019258388697646e-01	1.238998572600109128e+03
4.931697099599955947e-01	1.212823138814775575e+03
4.994506747144535908e-01	1.216041968680032369e+03
5.057159051335421429e-01	1.198041886511414759e+03
5.119923996268095356e-01	1.181122474155156851e+03
5.183126097768406826e-01	1.172309831577660361e+03
5.246089638029100000e-01	1.152657547104623745e+03
5.308757308483337267e-01	1.143183613689327103e+03
5.371573527946726934e-01	1.139329751281212793e+03
5.434579563783791256e-01	1.121370519191756557e+03
5.497430652392217842e-01	1.109636541613461532e+03
5.559937427501778773e-01	1.101085890070764890e+03
5.622854676609657654e-01	1.090035740651211881e+03
5.686011537227265711e-01	1.091826947367651428e+03
5.748804589422079614e-01	1.072365888638257047e+03
5.811550210340560296e-01	1.059399268966007185e+03
5.874394496660968468e-01	1.051096710822624118e+03
5.937176220296899176e-01	1.040681132294470899e+03
5.999971954793682505e-01	1.029069572703973563e+03
6.062679115124277596e-01	1.028795165271060341e+03
6.125469576444534381e-01	1.010499117086616479e+03
6.188477733041515272e-01	1.002791450073404803e+03
6.251310567437898813e-01	9.927481529422510675e+02
6.314027450383210560e-01	9.929493536006607428e+02
6.377003562732055375e-01	9.845788043897334774e+02
6.439857783314556494e-01	9.735587303659488043e+02
6.502685417166111925e-01	9.612667805559301542e+02
6.565586117699038216e-01	9.581505367254910652e+02
6.628369282359254377e-01	9.432491538156391471e+02
6.691185444962194362e-01	9.406649447940965274e+02
6.754070198575605755e-01	9.263720825169823456e+02
6.816835514593204692e-01	9.212823515298439361e+02
6.879592533861698112e-01	9.163014794408377384e+02
6.942344317039531587e-01	9.108428111982843802e+02
7.005175402434737908e-01	9.019222097428563529e+02
7.068124956608716758e-01	9.004404162086860879e+02
7.131019009674921527e-01	8.885714488493009640e+02
7.193918251171427247e-01	8.878059961638415416e+02
7.256833807598113140e-01	8.787357949490701685e+02
7.319652682709349989e-01	8.667072787856319565e+02
7.382507990484923344e-01	8.658137329535226172e+02
7.445265842115937893e-01	8.572531221923261455e+02
7.507871101942712455e-01	8.457457169508313655e+02
7.570758465316046459e-01	8.433112983797100242e+02
7.633641233600957365e-01	8.388443834244329764e+02
