8.899641224696953554e-03	3.487476691520203894e+04
1.507912216506557788e-02	5.322204791631599073e+04
2.144790186456836667e-02	4.143633021474728594e+04
2.783660776489276650e-02	3.156137062443702234e+04
3.435099785803411021e-02	2.360372840912241008e+04
4.047886761425745911e-02	1.807337190269701387e+04
4.676716683575679601e-02	1.686309240852852599e+04
5.308225101765951665e-02	1.562440189700843075e+04
5.945362440940590160e-02	1.469288780973303983e+04
6.576224814588792211e-02	1.306127380254689888e+04
7.196632906698736953e-02	1.103695171325088813e+04
7.827860915688347743e-02	9.082016003373501007e+03
8.470398945834539672e-02	7.592512699916615020e+03
9.096854620527369817e-02	6.656537350563980908e+03
9.720789776830213169e-02	6.549118310915606344e+03
1.034763038959366499e-01	6.281775554914986969e+03
1.097576444254559219e-01	5.819869762042455477e+03
1.160543084780093354e-01	5.630939233469633109e+03
1.223669666537485351e-01	4.960616930751802101e+03
1.286817263090294094e-01	4.502546569638517212e+03
1.349500801664080818e-01	4.178031163877803010e+03
1.411949558842147678e-01	3.763015062429917180e+03
1.475133575747468451e-01	3.412295624513777511e+03
1.537865074252268427e-01	3.423091110429765649e+03
1.600657544051110326e-01	3.232161021792609517e+03
1.663991168687080635e-01	3.178785619776441308e+03
1.727195645776442856e-01	2.960618855303097007e+03
1.789765213377084718e-01	2.803195554646227265e+03
1.852353690647852158e-01	2.607848957997905018e+03
1.914806787341157279e-01	2.508969136013698517e+03
1.977889868651535599e-01	2.437737922410855845e+03
2.040937735447724277e-01	2.307162512424966280e+03
2.103939302609846018e-01	2.245154663910566342e+03
2.166909709822301688e-01	2.151199587517013697e+03
2.229700281216152047e-01	2.060932371687790237e+03
2.292620027086341994e-01	2.021299960435191906e+03
2.355141508366812297e-01	1.926890211015755540e+03
2.417910583817859116e-01	1.842331957031106185e+03
2.480856539439619257e-01	1.780762095675441742e+03
2.543492256872954549e-01	1.738748894145597205e+03
2.606334251884805386e-01	1.693535670159624033e+03
2.669257370896960802e-01	1.642171296277411102e+03
2.732423343141155980e-01	1.594933244532491926e+03
2.795529680084415936e-01	1.530045495640804802e+03
2.858366292314493129e-01	1.492525439151816499e+03
2.920876271394311496e-01	1.464987897364148239e+03
2.983449844439822751e-01	1.409213732916578692e+03
3.046382639407197446e-01	1.395744331139782162e+03
3.109279127003197196e-01	1.351733142422291849e+03
3.172168171618398036e-01	1.323852918602904310e+03
